가수,앨범,제목,발매년도,작사가,가사,
방탄소년단,"O!RUL8,2?",If I Ruled The World,2013,"RM,j-hope,SUGA,PDOGG","If I ruled the world I'd do it all (Westside, westside, westside) If i ruled the world I'd do it all (Westside, westside, westside) If I ruled the world I'd have it all 남자라면 똑같겠지, pretty girls 완전히 없어지네 인종차별 European, Asian, Caucasian girls (I have 'em) 그리곤 불러 릭오웬스, 앤드뮬뮈스터 알렉산더 왕 & 셰인 올리버 평생 만들게 해 김남준 컬렉션 옷 색깔은 까만색으로, 이제야 좀 만족스러 Music, turn it up 지루해져 후비는 콧구녕 노랠 만들어 지구상 모든 사람들에게 부르게 해 노래 제목은 애구가 이쁜 여자들에게 파묻혀 TV를 봐 세상의 모든 여자들 날 위해 ready to die 남자들 너넨 술 가져와, 그냥 없어져도 좋아 어쨌든 여긴 내 왕국이니까 If i ruled the world I'd do it all (I'd do it all) I said 1 for the money, 2 for the money If i ruled the world I'd do it all (I'd do it all) I said 1 for the money, 2 for the money Everybody say he-o-e-oh-oh! Everybody say he-o-e-oh-oh! Everybody say hey, ho! Hey-hey-ho! 말도 안 된다는 걸 아는데 불러보는 철없는 노래 if i ruled the world 가끔 꿈을 꿔 내가 만약 세상을 지배한다면 일단 먼저 난 공인중개사를 찾아가 가족과 함께 살 집을 사고파 그래, 그 다음은 내 장롱면허 잠에서 깨워줘야지 4륜구동 차를 구입하고 기름을 주입하고 이런 게 무리라도 무이자인 할부로 주식과 도박 그딴 건 안 하고파 세상을 지배했는데 왜 그리 꿈이 소박 하냐는 질문은 마 난 방탄 식구들과 그래도 여전히 i'm still 음악이고파 난 힙합계의 김정은이 되서 우리 음악 말곤 심의를 걸겠어 얼토당토 안 한 꿈이지만 It's my dream 놀리지 마 If i ruled the world I'd do it all (I'd do it all) I said 1 for the money, 2 for the money If i ruled the world I'd do it all (I'd do it all) I said 1 for the money, 2 for the money Everybody say he-o-e-oh-oh! Everybody say he-o-e-oh-oh! Everybody say hey, ho! Hey-hey-ho! 말도 안 된다는 걸 아는데 불러보는 철없는 노래 Oh girl, 어디? Oh god, 여기! 세상에 모든 여자들은 hope world, 줄 섰지 모든 money 거뜬하게 써도 내 지갑이란 골대에 돈이 골인되지 또 겁 없이 무대 위를 걸어다니지 달리지 않아도 갈수록 쌓여가는 마일리지 이런 꿈들을 이젠 내게 곧 선물하겠어 방탄이란 이름 걸고 외쳐 if i ruled the world If i ruled the world I'd do it all (I'd do it all) I said 1 for the money, 2 for the money If i ruled the world I'd do it all (I'd do it all) I said 1 for the money, 2 for the money Everybody say he-o-e-oh-oh! Everybody say he-o-e-oh-oh! Everybody say hey, ho! Hey-hey-ho! 말도 안 된다는 걸 아는데 불러보는 철없는 노래",
방탄소년단,"O!RUL8,2?",Coffee,2013,"Slow Rabbit,RM,j-hope,SUGA,PDOGG,권순일 (어반자카파),박용인 (어반자카파),재만 (JAEMAN),조현아 (어반자카파)","baby baby 그대는 Caramel Macchiato 여전히 내 입가엔 그대 향기 달콤해 baby baby tonight Girl 나 데뷔했어, 이 말 한 마디면 되겠지? 얼마나 성공할 지 세상이랑 내기했어 네게만 보여주던 내 반달 눈웃음, 요즘 다시 짓고 다녀 내 팬들이 궁금해해줘 아 그리고 잘 안 마셔 마끼아또 알잖아 너 땜에 습관이 된 아메리카노 사귈 땐 이게 무슨 맛인가 싶었었는데 차갑고 뒷맛은 씁쓸한 게 니가 없으니까 이젠 조금 이해가 돼 girl 이렇게 다들 익숙해져 가는 거라면 후회 많을 불장난을 다시 선택하겠어 나는 우리의 야속하던 약속들, 수많던 잘못들과 또 다른 잘못들 사이 놓인 말 못할 잘잘못들 맛볼수록 쓰기만 했던 추억이 담긴 잔 왜 들이키게 되는지 알 것 같지만 다 이렇게 사는 거란 말이 왜이리 슬프지 나 baby baby 그대는 Caramel Macchiato 여전히 내 입가엔 그대 향기 달콤해 baby baby tonight baby baby 그대는 cafe latte 향보다 포근했던 그 느낌 기억하고 있나요 baby baby tonight Baby tonight 잘 자요 오늘 밤 괜히 둘 사이 어색한 기류만 흐르던 첫 문자와 첫 통화 기대하던 첫 만남 근데 난 왜 손톱만 물어뜯었을까 긴장해서였을까 시간이 흐르고 자연스레 우리 둘 사인 연인 아님 애인 그런 말들로 매일 서로를 확인하고 확인했지 맘에 새긴 우리의 첫 만남은 캬라멜 마끼아또 처럼 달콤했지 어디든 같이 가고 싶던 마음도 시간이 지나면서 마치 에스프레소처럼 내려놓게 되었어 Uh 괜시리 속아프네, uh 우린 참 좋았는데 이별은 쓰디쓴 아메리카노 아직도 추억은 여전히 그 카페로 가고 있어 baby baby 그대는 Caramel Macchiato 여전히 내 입가엔 그대 향기 달콤해 baby baby tonight baby baby 그대는 cafe latte 향보다 포근했던 그 느낌 기억하고 있나요 baby baby tonight 그래 매일 하루 종일 니 향기 속에 취하던 시절과 서로 먼 훗날을 기약하며 이별을 택했던 기억이 나 너와 같이 좋아했던 민트향, 커피를 먹다 보니 너가 생각나며 rewind 시간이 많이 지난 요즘 가끔 니가 보고픈 건 왜일까? baby baby 그대는 Caramel Macchiato 여전히 내 입가엔 그대 향기 달콤해 baby baby tonight baby baby 그대는 cafe latte 향보다 포근했던 그 느낌 기억하고 있나요 baby baby tonight",
방탄소년단,"O!RUL8,2?",BTS Cypher PT.1,2013,"Supreme Boi,RM,j-hope,SUGA","Damn 힙부심, 아이돌 랩퍼? Cut that 불씨 어차피 본질은 아이돌 쉿이라며 날 무시해 줏대 따위는 개주고 내 이름을 비웃지 물타기와 무시밖에 모르는 니들이, how you kill me? So i bring the monster back, my monster swag So this is the monster track cuz of my freaking monster rap 현대판 홍길동들, 좋은 걸 보고도 좋다고 못해 3세대 리더 so imma lead ya 이건 세대교체 I'm sayin yeah im the top of the top of the top poppin'em, rockin'em, stoppin'em, blockin'em, like the Cassius' lance Imma don, 비트 끄지마 becuz im not freakin done 비트 위에선 까불지마 cuz every kick is my freaking zone 난 원래 관대해 but now imma murder your rappers 차례대로 썰어버리고 then imma murder you haters 자 이제 날 봐, 그리고 말해봐 누가 니 top 5? 랩몬스터, 란다, 리다, 랩몬, 니 아빠 지금은 hope world, from BTS 전부 날 follow 내 가능성은 리트윗돼 모두에게 알려 내 flow, 고막을 타고 니 몸을 채워 칼을 갈았어, 내일을 위해 get back in the days 나이도 나이고, 라임도 몰랐던 아이고 그저 아이돌 바라본 광주의 흔한 아이였던 나 그래 이젠 보여줄게 이 트랙 위 Cypher에서 내 포부를 밝혀 i'm above the minors 그래 너완 다른 메이저 uh TV screen을 난 채워 uh 래퍼 코스튬? no 거품을 거두고 내뱉어 내가 원하던 것을, 난 지금 어딜 가도 이슈감 배가 아프면 병원 가 전치 2주감 내 패배를 바랬던 사람들 다 뒷목을 잡지 힙부심 판치는 게임 위 j-hope은 반칙 난 미필 but 취미는 저격 We are bulletproof로 한방을 먹였지 어설픈 가짜들은 찔려 반응하지 좀더 열폭 해봐라 내 발음화질은 4k i'm dope man 난 비트 위에선 쇼팽 난 절때 안 변해 태어날 때부터 난 모태 born rapper, my attitude는 내 멘토 니들이 씹고 물어 뜯어도 난 메멘토 힙부심 부려봐 내게 느끼는 무력감 질투심 숨겨라 니 아이피 다 보일라 난 보일러 순식간에 hot해졌지 스포일러처럼 너는 안 봐도 뻔해졌지 속절 없이 멍청한 힙찌질일 고쳐놨지 근본 없이 커져간 이 가요곈 공존하기엔 빡세 그러니 랩은 취미로 해 말세야 말세, 찔리면 노력해 what",
방탄소년단,"O!RUL8,2?",진격의 방탄,2013,"Supreme Boi,RM,j-hope,SUGA,PDOGG","하지만 방탄소년단이 진격한다면 어떨까? 방! 탄! 소! 년! 단! 진격해 방! 탄! 소년단처럼 진격해 방! 탄! 소년단처럼 진격해 방! 탄! 소년단처럼 진격해 방! 탄! 소년단처럼 진격. 용감하지? 용감한 방탄소년단 인기 역시 용감하게 ge ge get it 난 랩괴물, 깔리고 깔린 랩퇴물들을 다 쓸어버려 가뿐하게 be be beat it 가사? 완전 신들렸지 24/7 언제나 난 굿해 뭣도 없고 멋도 없는 애들이 오늘도 부려대는 저 추태 내 두 발이 보란 듯이 경적을 울려, 이 판의 출사표 내 가요계 출격 내 첫 타석 봐 홈런 때려 자신 없다면 방망일 내려 내 무댄 끌리는 대로 슛해 맘대로 그래도 대중의 함성들은 내 귀를 채워 그래 난 무대 위에 강백호, 다 증명했어 그저 마이크는 거들 뿐 다 미칠 준비 됐나 힘껏 뛸 준비 됐나 명치에 힘 빡 주고 단! 전! 호! 흡! 다 미칠 준비 됐나 힘껏 뛸 준비 됐나 그렇담 지금부터 소리질러 우리가 누구? 진격의 방탄소년단 우리가 누구? 겁없이 집어삼킨다 cuz we got fire fire fire get higher higher higher 우릴 모른다면 제대로 알아둬 우리가 누구? 누구? 진격의 방탄 Lalala la lala lalala lalalalala turn up! Lalala la lala lalala lalalalala turn up! 니 마음을 집어삼켜 내가 왔다 지금 알려 Lalala la lala lalala lalalalala 우리가 누구? 누구? 진격의 방탄 우리 음악이 시작됐다 하면 눈 뒤집혀서 피우는 난리 우리 스타일은 No More Dream 무대 위에서 선배들 등을 밟지 (I’m sorry Man) What? What more can I say? 데뷔부터 지금까지 쭉 위로 우리의 고지점령은 시간문제 첫 블럭을 자빠뜨린 도미노 그래 자빠뜨려 눈 깜빡 뜨면 우린 무대에서 귀를 잡아 끌어 이런 감각스런 내 랩의 향연 한 번 맛보면 숨 가빠지며 너는 완전 속이 타 can't nobody hold me down Ok 나는 4분의 4박자 비트 위를 항상 찢고 다녀 무대 위에선 상남자 style 다 미칠 준비 됐나 힘껏 뛸 준비 됐나 명치에 힘 빡 주고 단! 전! 호! 흡! 다 미칠 준비 됐나 힘껏 뛸 준비 됐나 그렇담 지금부터 소리질러 우리가 누구? 진격의 방탄소년단 우리가 누구? 겁없이 집어삼킨다 cuz we got fire fire fire get higher higher higher 우릴 모른다면 제대로 알아둬 무대 위에 오르는 순간 그대의 함성들을 난 느껴 그대로 영원히 거기 있어줘 이대로 죽어도 후회는 없을 테니까 우리가 누구? 진격의 방탄소년단 우리가 누구? 겁없이 집어삼킨다 cuz we got fire fire fire get higher higher higher 우릴 모른다면 제대로 알아둬 우리가 누구? 누구? 진격의 방탄 진격해 방! 탄! 소년단처럼 진격해 방! 탄! 소년단처럼 진격해 방! 탄! 소년단처럼 진격해 방! 탄! 소년단처럼 우리가 누구? 누구? 진격의 방탄 진격",
방탄소년단,"O!RUL8,2?",팔도강산,2013,"RM,j-hope,SUGA,PDOGG","Yo once again Bighit Represent 우리는 방탄소년단 Let Go 서울 강원부터 경상도 충청도부터 전라도 마마 머라카노! (What!) 마마 머라카노! (What!) 서울 강원부터 경상도 충청도부터 전라도 우리가 와불따고 전하랑께 (What!) 우린 멋져부러 허벌라게 아재들 안녕하십니꺼 내카모 고향이 대구 아입니꺼 그캐서 오늘은 사투리 랩으로 머시마, 가시나 신경 쓰지 말고 한번 놀아봅시더 거시기 여러분 모두 안녕들 하셨지라 오메 뭐시여! 요 물땜시 랩 하것띠야? 아재 아짐들도 거가 박혀있지 말고 나와서 즐겨~ 싹다 잡아블자고잉!! 마 갱상도카모 신라의 화랑 후예들이 계속해서 자라나고 사투리하모 갱상도 아이가 구수하고 정겨운게 딱 우리 정서에 맞다 아이가 아따 성님 거거 우리도 있당께 뭣좀 묵엇단까? 요 비빔밥 갑이랑께 아직 씨부리잠 세발의 피이니께 쫌따 벼~ 개안하게 풀어블라니까 가가 가가? 이런 말은 아나? 갱상도는 억시다고? 누가 그카노 머라케샀노 갱상도 정하모 아나바다 같은거지 모 니가 직접와서 한번봐라 아 대따 마 대구 머스마라서 두 말 안한다카이!! 하모하모 갱상도 쥑인다 아인교!! 아주라 마!! 우리가 어디 남인교!! 시방 머라고라? 흐미 아찌아쓰까나 전라도 씨부림땜시 아구지 막혀브러싸야 흑산도 홍어코 한방 잡수믄 된디 온몸 구녕이란 구녕은 막 다 뚫릴 텬디 거시기 뭐시기 음 괜찮것소? 아직 팔구월 풍월 나 애가졌쏘 무등산 수박 크기 20키로 장사여~ 겉만 봐도 딱 가시내 울릴 방탄여 서울 강원부터 경상도 충청도부터 전라도 마마 머라카노! (What!) 마마 머라카노! (What!) 서울 강원부터 경상도 충청도부터 전라도 우리가 와불따고 전하랑께 (What!) 우린 멋져부러 허벌라게 (Talk) 아 이 촌놈들 난 Seoul state of mind 난 서울에서 나서 서울말 잘 배웠다 요즘은 뭐 어디 사투리가 다 벼슬이다만 그래 인정할게 악센트들이 멋은 있다 하지만 여긴 표준인 만큼 정직해 처음과 끝이 분명하고 딱 정립된 한국말의 표본으로 정리되지 Only ours goes with English, yall never understand it Okay 솔직히 솔직해질게 경상도 사투리는 남자라면 쓰고 싶게 만들어 전라도 말들은 너무나 친근해 한번 입에 담으면 어우야 내가 다 기쁘네 Why keep fighting 결국 같은 한국말들 올려다 봐 이렇게 마주한 같은 하늘 살짝 오글거리지만 전부다 잘났어 말 다 통하잖아? 문산부터 마라도 서울 강원부터 경상도 충청도부터 전라도 마마 머라카노! (What!) 마마 머라카노! (What!) 서울 강원부터 경상도 충청도부터 전라도 우리가 와불따고 전하랑께 (What!) 우린 멋져부러 허벌라게 서울 강원부터 경상도 충청도부터 전라도 마마 머라카노! (What!) 마마 머라카노! (What!) 서울 강원부터 경상도 충청도부터 전라도 우리가 와불따고 전하랑께 (What!) 우린 멋져부러 허벌라게",
방탄소년단,"O!RUL8,2?",OUTRO : LUV IN SKOOL,2013,"Slow Rabbit,PDOGG",I just wanna love ya I just wanna love ya 아직도 꿈인 것 같아 oh baby I just wanna love ya I just wanna love ya 이미 넌 알고 있잖아 oh baby 커피를 마시고 눈을 떠봐도 잠이 들 것만 같아 oh no no 그려보곤 했어 if I rulled the world 너를 다시 내 옆에 둘 것만 같아 아직 늦지 않았다고 내게 말해줘 이게 악몽이라면 날 어서 구해줘 잘 봐봐 아직까지 난 너만 기다리는데 I just wanna love ya I just wanna love ya 아직도 꿈인 것 같아 oh baby I just wanna love ya I just wanna love ya 이미 넌 알고 있잖아 oh baby Oh baby love you girl Oh beautiful girl 아직도 꿈인 것 같아 oh baby Oh baby love you girl Oh beautiful girl 모든 게 꿈인 것 같아 oh baby,
방탄소년단,Skool Luv Affair,Intro : Skool Luv Affair,2014,"Supreme Boi,RM,j-hope,SUGA,PDOGG","첫 만남 첫 문자 첫 통화 첫 데이트 첫 키스와 둘만의 공간 속에서 늘 모든 게 너와 처음이고파 난 거식증 뭘 먹어도 항상 니가 고파 이걸 중독이란 단어로서만 표현할 순 없어 너란 여잔 묘사 불가, 시적 허용을 넘어섰어 이게 너 때문이야 널 대문자처럼 내 인생 맨 앞에 두고파 좋은 집 좋은 차, 그런 게 행복일 순 없겠지만 꼭 주고파 망설임 없이 고백하는 게 나의 style 널 위해서라면 이 한 몸 다 바칠 type 항상 널 향해 조명을 비출게 girl 이건 너와 날 위한 사랑의 무대인 걸 우리는 콩깍지 씌었지, 알콩달콩 우리의 미래는 밝고 화사해, 알록달록 너만 있으면 뭐든 다 가졌지 like a milli 너와 지금부터 사랑의 문이 열리지, go in BTS, 우리가 사랑하는 법 10대던 20대던 같아 사랑하는 건 RM, so now I'm telling you the story 난 이렇게까지 사랑해봤어 넌 어떠니 This is just an intro shouting bout my whole mind and body You know that her refusals and bad words could never stop me They could never retard me, this is my ideology Who in the world can dampen my heart's blood? Nobody (Wassup) 다시 물을게 (Wassup) 넌 어떠니 사랑해보지 않았다면 꼭 나처럼 해보는 게 어때 참 사람 감정이란 게 묘한 게 난 널 웃게 했는데 넌 널 울게 하는 놈에게 가더라고 (I said) Yeah that's love (I said) 그래 그게 사랑 누군 찌질 하다고 말하지만 난 정말 괜찮아 사랑할 땐 한 번도 상처받지 않은 것처럼 내 모든 걸 앗아간대도 더 줄 것처럼 Wassup 사랑할 때는 좀 화끈하게 노래할 때는 좀 따끔하게 좀 화끈하게 좀 따끔하게 우리 사랑할 때는 좀 화끈하게 노래할 때는 좀 따끔하게 좀 화끈하게 좀 따끔하게 이게 한 마디로 방탄 style 이게 한 마디로 방탄 style 이게 한 마디로 방탄 style 방탄 style, 방탄 style Wassup",
방탄소년단,Skool Luv Affair,상남자 (Boy In Luv),2014,"Supreme Boi,RM,SUGA,방시혁,PDOGG","되고파 너의 오빠 너의 사랑이 난 너무 고파 되고파 너의 오빠 널 갖고 말 거야 두고 봐 왜 내 맘을 흔드는 건데 왜 내 맘을 흔드는 건데 왜 내 맘을 흔드는 건데 흔드는 건데 흔드는 건데 아빠, 아빤 대체 어떻게 엄마한테 고백한 건지 편지라도 써야 될런지 뭔지, 니 앞에서 난 먼지 괜히 틱틱대고 씩씩대고 징징대게 돼 나는 진지한데 찌질하게 시비나 걸게 돼 뭔데 신경 쓰여 다 큰 날 애로 만들어 거꾸로 뒤집을껴, 인연을 연인으로 대학까지도 너랑 간다면 참 잘 갈 것 같아 가나다라마바사아 하쿠나마타타! 똑같은 프로필 사진 왜 자꾸 확인할까 그렇다고 착각하지마 쉬운 남자 아냐 안달 났어 나 안달 났어 니가 뭔데? 너만 잘났어? 왜 나를 자꾸 놀려 놀려 너 이제 그만 hol' up hol' up 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 왜 내 맘을 흔드는 건데 왜 내 맘을 흔드는 건데 왜 내 맘을 흔드는 건데 흔드는 건데 흔드는 건데 겉으론 bad bad girl, 속은 더 bad bad girl 나 같은 남잘 놓치면 후회하게 될 걸 메신저 확인해놓고 누르지 않는 너의 행위 '1' 자리 없어 짐과 동시에 속만 타지 네비게이션이나 살까 봐 (빠름 빠름 빠름) 어필하려고 계속 난 (아둥 바둥 바둥) 진심? (I got 'em) 뒷심? (I got 'em) 내가 유일하게 갖지 못한 건 너의 (아름 아름 다움) 이 내가 어떻게 변하면 되겠니, hol' up 밀당? 어장? 그런 거 난 잘 몰러 대신 아프면 119 말고 날 불러 니가 울라면 울어, 웃으라면 웃어, 구르라면 굴러 안달 났어 나 안달 났어 니가 뭔데? 너만 잘났어? 왜 나를 자꾸 놀려 놀려 너 이제 그만 hol' up hol' up 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 되고파 너의 오빠 너를 향한 나의 마음을 왜 몰라 나를 모른 척해도 차가운 척해도 널 밀어내진 못하겠어 되고파 너의 오빠 너의 남자가 될 거야 두고 봐 나의 마음이 네게 닿도록 지금 달려갈 거야 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야",
방탄소년단,Skool Luv Affair,Skit : Soulmate,2014,PDOGG,"Oh, man 아, 제생각엔 저 저 빨간 짤간, 빨간불이 들어오면 저 빨간불을 의식하지 말라고 형도 형도 의식해요 막 자는척 하고 요즘 내가 스킷을 뭘 해야될지가 진짜 굉장히 자연스러웠어 아 뭘해야 될지를 모르겠어 스킷 쟤 머라노 정말 오글거리는 거 오글 거리는 거 진짜 이제, 이제는 뭘 해야될지 모르겠어 우리 모두 이상형에 대해서 해보자 어 형! 형 이상형이 뭐예요? 나? 너 같은 여자 아 진짜요? 어 깨물어주고 싶어 방탄 다섯명으로 활동하겠습니다 내가 오늘 너를 죽이고 5인조로 활동할거야 흐흫 끼야아-땨아아- 그럼 가시죠 이제 스킷. 젤 어려운거 같애, 이게 스킷이. 안녕하세요!! 어? 안녕하세요!! 앉아, 앉아. 뭐하냐? 네? 뭐하냐고 아, 녹음하고 있죠 야 너 새벽까지 할꺼냐? 아니요 새벽까지 이제 곧 좀 다 끝날거 같애요 너 왜 이렇게 생글생글 웃고 있어? 네? 왜 이렇게 웃고있어 아, 녹음 중이니깐여 왜 스킷하고 있어? 스킷 뭐할까? 스킷하고 있는 지금 들어왔어 이거 지금 스킷 삼으라고 괜찮은데? 이거, 스킷으로 넣어 사장님, 스킷을 뭐하면 좋을까요? 추천해주세요 스킷 추천해주세요 한마디만 해주시고 가세요 아니, 앞에 한마디",
방탄소년단,Skool Luv Affair,어디에서 왔는지,2014,"권대희,Cream,RM,j-hope,SUGA","가시나야 니는 어데서 왔노 까리뽕쌈하네 지금 어데로 가노 니는 몇살이고? 니가 내보다 누나야가? 아 아이라꼬? 그캄 내가 마 오빠야네 (작살나네) 얼굴이 조막디 해 까리하네 사라다같이 쌔그랍게 생기가꼬 쪼매 반반하네 밥 뭇나? 까대기 치는 거 아이다 커피나 한사바리 땡길까? 커피는 개안나? 예쁜 눈, 예쁜 코, 아따 겁나게 이뻐잉 바라만 보고 있어도 그냥 내가 다 기뻐잉 아 근디 넌 어디서 왔가니 이쁘장하게 생겨가꼬 큐피트 화살로 내 맘을 콕 찍어잉 아따, 무튼 곱다 고와 넌 어느 남정네들이 봐도 허뻐 질러브러, 고함 누가 낚아채기 전에 얼른 들이대 손 봐브러야제 콱 그냥 내가 먼저 깨물어브러야제 너 어디에서 왔는지 니 이름 알 수 있는지 난 너무나도 궁금해 나 정말 너무 궁금해 너 어디에서 왔는지 니 이름 알 수 있는지 Oh 난 너무나도 궁금해 나 정말 너무 궁금해 나는 부산에서 너는 광주에서 왔지만 똑같아 우리 여기 서울에도 저기 제주도에도 다 사랑을 하잖아 oh yeah 고마 쫌 팅기라, 궁디를 주차뿌기 전에 짱나게 하지 마라 쫌 내 맘 바꾸기 전에 점만 그냥 얼라다 니 금마 때매 이카나? 내 나뚜고 거따 조타카니까 내 안 씅나나 가스나야 장난 똥 때리나? 눈이 삣나 호석이같은 머스마는 천지 삐까리다, 쌔리삐다 아 쫌 금마는 지삐 모른다 내 맘, 다 이제 다 니 끼다 난 니삐 모른다 오메 오메 이 가시나 나한테 하는 짓 보소 지금 나한테 하는 짓들이 심상치 않어잉, 요고요고 너 자꾸 그러면 난 얼떨떨 심장이 벌벌 손이 덜덜 숨이 컥컥 시방 지금 날 좋아해, 거시기 거시기해? 지금 니 맘은 온통 다, 호시기 호시기해? 아따 그래도 전라도 남자가 끌리긴 한갑다 아 맞다, 근디 넌 어디서 왔다냐? 너 어디에서 왔는지 니 이름 알 수 있는지 난 너무나도 궁금해 나 정말 너무 궁금해 너 어디에서 왔는지 니 이름 알 수 있는지 Oh 난 너무나도 궁금해 나 정말 너무 궁금해 니가 달에서 아니면 별에서 왔다 해도 난 상관없어 넌 나와 같은 걸 넌 멋진 여자야 나도 꽤 멋진 남자야 사랑할 수밖에 없는 거잖아 Yeah I'm fallin in love 너 어디에서 왔는지 니 이름 알 수 있는지 난 너무나도 궁금해 나 정말 너무 궁금해 너 어디에서 왔는지 니 이름 알 수 있는지 Oh 난 너무나도 궁금해 나 정말 너무 궁금해 나는 부산에서 너는 광주에서 왔지만 똑같아 우리 여기 서울에도 저기 제주도에도 다 사랑을 하잖아 oh yeah",
