분류	가수	앨범	제목	발매년도	작사가	가사
음원순위	소녀시대	다시 만난 세계	다시 만난 세계 (Into The New World)	2007.08.02	김정배	전해주고 싶어 슬픈 시간이 다 흩어진 후에야 들리지만 눈을 감고 느껴봐 움직이는 마음 너를 향한 내 눈빛을 특별한 기적을 기다리지마 눈 앞에선 우리의 거친 길은 알 수 없는 미래와 벽 바꾸지 않아 포기할 수 없어 변치 않을 사랑으로 지켜줘 상처 입은 내 맘까지 시선 속에서 말은 필요 없어 멈춰져 버린 이 시간 사랑해 널 이 느낌 이대로 그려왔던 헤매임의 끝 이 세상 속에서 반복되는 슬픔 이젠 안녕 수많은 알 수 없는 길 속에 희미한 빛을 난 쫓아가 언제까지라도 함께 하는거야 다시 만난 나의 세계 특별한 기적을 기다리지마 눈 앞에선 우리의 거친 길은 알 수 없는 미래와 벽 바꾸지 않아 포기할 수 없어 변치 않을 사랑으로 지켜줘 상처 입은 내 맘까지 시선 속에서 말은 필요 없어 멈춰져 버린 이 시간 사랑해 널 이 느낌 이대로 그려왔던 헤매임의 끝 이 세상 속에서 반복되는 슬픔 이젠 안녕 수많은 알 수 없는 길 속에 희미한 빛을 난 쫓아가 언제까지라도 함께 하는거야 다시 만난 우리의 이렇게 까만 밤 홀로 느끼는 그대의 부드러운 숨결이 이 순간 따스하게 감겨오는 모든 나의 떨림 전할래 사랑해 널 이 느낌 이대로 그려왔던 헤매임의 끝 이 세상 속에서 반복되는 슬픔 이젠 안녕 널 생각만 해도 난 강해져 울지 않게 나를 도와줘 이 순간의 느낌 함께 하는거야 다시 만난 우리의
음원순위	원더걸스	So Hot	So Hot	2008.06.03	박진영	JYP And Wonder Girls we're back 왜 자꾸 쳐다보니 왜 에 에 내가 그렇게 예쁘니 이 이 아무리 그렇다고 그렇게 쳐다보면 내가 좀 쑥쓰럽잖니 이 이 내가 지나갈 때 마다 아 아 고갤 돌리는 남자들 을 을 뒤에서 느껴지는 뜨거운 시선들 어떻게 하면 좋을지 이 이 i'm so hot 난 너무 예뻐요 i'm so fine 난 너무 매력있어 i'm so cool 난 너무 멋져 i'm so so so hot hot 언제나 나를 향한 눈길들이 이 항상 따라오는 이 남자들이 이 익숙해 질 때도 된것같은데 왜 아직 부담스러운지 이 조용히 살고 싶은데 에 에 다른 여자애들 처럼 엄 엄 엄마는 왜 날 이렇게 낳아놔서 내 삶을 피곤하게 하는지 i'm so hot 난 너무 예뻐요 i'm so fine 난 너무 매력있어 i'm so cool 난 너무 멋져 i'm so so so hot hot i'm so hot 난 너무 예뻐요 i'm so fine 난 너무 매력있어 i'm so cool 난 너무 멋져 i'm so so so hot hot everybodys watching me cuase i'm hot hot everybodys wanting me cause i'm hot hot 언제나 어디서나 날 따라다니는 이 스포트 라이트 어딜가다 쫓아오지 식당 길거리 까페 나이트 도대체 얼마나 나이 들어야 이놈의 인기는 식으러 들지 원 섹시한 내 눈을 고소영 아름다운 내 다린 좀 하지원 어쩌면 좋아 모두 나를 좋아하는것 같애 oh no please leave me alone all the boys be loving me girls be hating me they will never stop cause they know i'm so hot hot i'm so hot 난 너무 예뻐요 i'm so fine 난 너무 매력있어 i'm so cool 난 너무 멋져 i'm so so so hot hot
음원순위	빅뱅	Stand Up (2008 빅뱅 3rd Mini Album)	하루하루	2008.08.08.	G-DRAGON	떠나가 ye the finally I realize that I'm nu'ttin without you I was so wrong forgive me ah ah ah ah 파도처럼 부숴진 내맘 바람처럼 흔들리는 내맘 연기처럼 사라진 내 사랑 문신처럼 지워지지 않아 한숨만 땅이 꺼지라 쉬죠 내 가슴 속에 먼지만 쌓이죠 Say good bye ye 니가 없이는 단 하루도 못 살 것만 같았던 나 생각과는 다르게도 그럭저럭 혼자 잘 살아 보고싶다고 불러봐도 넌 아무 대답없잖아 헛된 기대 걸어봐도 이젠 소용없잖아 네 옆에 있는 그 사람이 뭔지 혹시 널 울리진 않는지 그대 내가 보이긴 하는지 벌써 싹 다 잊었는지 걱정 돼 다가가기 조차 말을 걸 수 조차 없어 애 태우고 나 홀로 밤을 지새우죠 수 백번 지워내죠 돌아보지 말고 떠나가라 또 나를 찾지 말고 살아가라 너를 사랑했기에 후회 없기에 좋았던 기억만 가져가라 그럭저럭 참아볼만 해 그럭저럭 견뎌낼만 해 넌 그럴수록 행복해야 돼 하루하루 무뎌져 가네 oh girl i cry cry yo my all(say good bye) 길을 걷다 너와 나 우리 마주친다 해도 못 본 척 하고서 그대로 가던 길 가줘 자꾸만 옛 생각이 떠오르면 아마도 나도 몰래 그댈 찾아 갈지도 몰라 넌 늘 그 사람과 행복하게 넌 늘 내가 다른 맘 안 먹게 넌 늘 작은 미련도 안 남게끔 잘 지내줘 나 보란 듯이 넌 늘 저 하늘같이 하얗게 뜬 구름과도 같이 새파랗게 넌 늘 그래 그렇게 웃어줘 아무일 없듯이 돌아보지 말고 떠나가라 또 나를 찾지 말고 살아가라 너를 사랑했기에 후회 없기에 좋았던 기억만 가져가라 그럭저럭 참아볼만해 그럭저럭 견뎌낼만해 넌 그럴수록 행복해야 돼 하루하루 무뎌져 가네 나를 떠나서 맘 편해지길 나를 잊고서 살아가 줘 그 눈물은 다 마를테니 ye 하루하루 지나면 차라리 만나지 않았더라면 덜 아플텐데 영원히 함께하자던 그 약속 이젠 추억에 묻어두길 바래 baby 널 위해 기도 해 돌아보지 말고 떠나가라 또 나를 찾지 말고 살아가라 너를 사랑했기에 후회 없기에 좋았던 기억만 가져가라 그럭저럭 참아볼만해 (참아볼만해) 그럭저럭 견뎌낼만해 (난 견뎌낼만해) 넌 그럴수록 행복해야 돼 하루하루 무뎌져 가네 oh girl I cry cry yo my all say goodbye bye oh my love don't lie lie yo my heart say good bye
음원순위	원더걸스	The Wonder Years -Trilogy	Nobody	2008.09.26	박진영	You Know I still Love You Baby And it will never change I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody 난 싫은데 왜 날 밀어내려고 하니 자꾸 내 말은 듣지 않고 왜 이렇게 다른 남자에게 날 보내려 하니 어떻게 이러니 날 위해 그렇단 그 말 넌 부족하다는 그 말 이젠 그만해 넌 나를 알잖아 왜 원하지도 않는 걸 강요해 I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody 난 좋은데 난 행복한데 너만 있으면 돼 더 바랄게 없는데 누굴 만나서 행복하란 거야 난 널 떠나서 행복할 수 없어 날 위해 그렇단 그 말 넌 부족하다는 그 말 말이 안 되는 말이란 걸 왜 몰라 니가 없이 어떻게 행복해 I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody I don’t want nobody body I don’t want nobody body 나는 정말 니가 아니면 니가 아니면 싫단 말야 아 I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody Back to the days when we were so young and wild and free 모든게 너무나 꿈만 같았던 그 때로 돌아가고 싶은데 왜 자꾸 나를 밀어내려 해 why do you push me away I don’t want nobody nobody Nobody nobody but you
음원순위	빅뱅	빅뱅 미니앨범 2집 'Hot Issue'	마지막 인사	2007.11.22.	G-DRAGON	yes bigbang is back most definitely incredible hey move b to the i to the g (bang bang) b to the i to the g (bang bang) b to the i to the g (bang bang) about love chorus] i don′t wanna be with out you girl 마지막 인사는 접어두길 바래 오늘 단 하루만큼은 i don′t wanna be with out you girl 내 서툰 마음 까지 안고 가줘 i love you i need you girl baby baby baby 조금 어색하지만 서로 baby baby baby 아직 사랑하고 있는데 baby baby baby 두렵기는 하지만서도 끝이보이지만 난 그래도 only you girl sol] 상처만 가득해 모질게 날 대하던 너 어르고 달래 또 반복돼 널 피하던 나 어디서부터 어긋났을까 기나긴 고민 해답없는 문제속에 헤메여 난 gd] 미로미로속에 갇힌 길 잃은 방랑자 마냥 이도저도 못해 난 마냥 기다리기만 할 뿐 사뿐사뿐히 내게 다가와주길 girl 우리 처음만난 때 처럼 풋풋하던 그때 처럼 이런이런이런 저런저런저런 너와 내 사이의 끈 절대놓지말어 chorus] i don′t wanna be with out you girl 마지막 인사는 접어두길 바래 오늘 단 하루만큼은 i don′t wanna be with out you girl 내 서툰 마음 까지 안고 가줘 i love you i need you girl baby baby baby 조금 어색하지만 서로 baby baby baby 아직 사랑하고 있는데 baby baby baby 두렵기는 하지만서도 끝이보이지만 난 그래도 only you girl top vi dl] 아무런 말 없이 떠나 연락없고 (아무 말 않고) 그러다 어느날 갑자기 나타나고 (무슨일있었냐는 듯) 날 갖고노는건지 이게 사랑이 맞는건지 하루에도 열두번 더 헷갈리고 (about love) 한두번 갖고놀던 장난감 넌 뭘 원했냐고 되물어봤어 달콤함은 아주 잠깐 우린 너무 쉽게 녹아버린 솜사탕 (지친 가슴 이젠 나도 막지못할것만 같아) 어서 날 잡아줘 (떠나가기 전에) chorus] i don′t wanna be with out you girl 마지막 인사는 접어두길 바래 오늘 단 하루만큼은 i don′t wanna be with out you girl 내 서툰 마음 까지 안고 가줘 i love you i need you girl baby baby baby 조금 어색하지만 서로 baby baby baby 아직 사랑하고 있는데 baby baby baby 두렵기는 하지만서도 끝이보이지만 난 그래도 only you girl dl vi sol] 여전히 널 사랑하지만 내게는 너무나 소중하지만 yeah 누구도 네 자릴 메꿀 수 없는걸 i know (you know) oh 그냥 조용히 날 안아줘 chorus] i don′t wanna be with out you girl 마지막 인사는 접어두길 바래 오늘 단 하루만큼은 i don′t wanna be with out you girl 내 서툰 마음 까지 안고 가줘 i love you i need you girl baby baby baby 조금 어색하지만 서로 baby baby baby 아직 사랑하고 있는데 baby baby baby 두렵기는 하지만서도 끝이보이지만 난 그래도 only you girl b to the i to the g (bang bang) b to the i to the g (bang bang) b to the i to the g (bang bang) come on come on come on come on b to the i to the g (bang bang) b to the i to the g (bang bang) 끝이보이지만 난 그래도 only you girl (about love)
음원순위	빅뱅	Stand Up (2008 빅뱅 3rd Mini Album)	천국	2008.08.08.	G-DRAGON	사랑해 난 널 기억해 heaven 라라 라라라 라라 라라라 라라 라라 라라 라라라 라라 라라라 라라 라라라 라라 라라 라라 라라라 [Chorus] 24/7 그댄 영원한 heaven 24/7 그댄 나만의 heaven 24/7 그댄 영원한 heaven 24/7 heaven let’s go [Rap] 마지막인줄 알았던 두 번 다시 안 올 줄 알았던 내게 전혀 어울리지 않았던 사랑이 어느 무더운 여름 날 다가왔죠 기다리고 기다리던 나의 반쪽 항상 널 꿈꿔왔죠 넌 내 마음의 안식처 보고 또 보고 주고 또 주고만 싶죠 난 설레임에 목말라 왜 내 사랑은 다 도망가 뜻대로 되지 않아 속만 타 알다가도 모르겠다 그래도 너만큼은 놓치고 싶지가 눈 앞에서 멀어지고 싶지가 않아 you are the one in my life 그댄 천국보다 아름답다 [Chorus] 너를 사랑해 너를 부르네 너를 기억해 너를 기다리네 그대의 말 한마디 사랑한다는 그 한마디 너를 사랑해 너를 기억해 기쁨 슬픔 눈물 하늘 별 그리고 천국 [Verse 1] 내 모든 생활 속에 그대가 숨을 쉬고 나의 전화기엔 어느새 너의 이름만 보이고 하루에도 몇 번씩 너의 그 손을 붙잡고 입맞추면 세상을 다 가진 기분이야 oh baby 매일 들어가는 미니홈피 달콤한 향기 oh baby 내 사랑을 전하기에는 짧은 문자메세지 사람들이 놀려대 하루왠종일 행복해 oh baby 요즘 참 살만해 becuz of you [Bridge] 하루하루가 두렵지만 네가 또 떠나갈까봐 내게서 희미해질까봐 너무 감사해 너무 사랑해 내 맘의 천국문의 단 한 사람아 
음원순위	소녀시대	소녀시대	Kissing You	2007.11.01	LeeOn(이재명),권윤정	뚜뚜루뚜뚜뚜 Kissing you baby~ 뚜뚜루뚜뚜뚜 Loving you baby~ 장난스런 너의 키스에 기분이 좋아 귀엽게 새침한 표정 지어도 어느 샌가 나는 숙녀처럼 내 입술은 사근사근 그대 이름 부르죠 그대와 발을 맞추며 걷고, 너의 두 손을 잡고, 니 어깨에 기대어 말하고 싶어 고마워 사랑해 행복만 줄게요 Kissing you oh my love 내일은 따스한 햇살 속에 너는 내 옆에 누워 사랑의 노랠 불러주며 웃어줘 달콤한 사랑해 기분 좋은 한마디 Kissing you baby~ Loving you baby~ 눈을 감고 너의 입술에 키스를 하면 내 볼은 핑크빛 물이 들어도 내 마음은 이미 넘어가고 내 가슴엔 두근두근 심장소리 들리죠 그대와 발을 맞추며 걷고, 너의 두 손을 잡고, 니 어깨에 기대어 말하고 싶어 고마워 사랑해 행복만 줄게요 Kissing you oh my love 내일은 따스한 햇살 속에 너는 내 옆에 누워 사랑의 노랠 불러주며 웃어줘 달콤한 사랑해 기분 좋은 한마디 사랑해 사랑해 너만을 사랑해 하늘만큼 언제나 행복하게 환한 웃음 줄게 너만의 소중한 여자친굴 약속해 너는 내 옆에 있고, 나의 두 눈에 있고, 너의 품안엔 항상 내가 있을게 그대와 발을 맞추며 걷고, 너의 두 손을 잡고, 니 어깨에 기대어 말하고 싶어 고마워 사랑해 행복만 줄게요 Kissing you oh my love 내일은 따스한 햇살 속에 너는 내 옆에 누워 사랑의 노랠 불러주며 웃어줘 달콤한 사랑해 기분 좋은 한마디 달콤한 사랑해 기분 좋은 사랑해 한마디
음원순위	동방신기	The FOURTH Album 'MIROTIC'	주문-MIROTIC	2008.09.19	Sarah Connor, Lucas Secon, 유영진	시작은 달콤하게 평범하게 나에게 끌려 언제나 그랬듯이 먼저 말을 걸어와 모든 가능성 열어둬 사랑은 뭐다 뭐다 이미 수식어 red ocean 난 breakin' my rules again 알잖아 지루한 걸 조금 다쳐도 넌 괜찮아 넌 나를 원해 넌 내게 빠져 넌 내게 미쳐 헤어날 수 없어 I got you under my sky 넌 나를 원해 넌 내게 빠져 넌 내게 미쳐 넌 나의 노예 I got you under my sky 내 머리속을 파고드는 날카로운 눈빛 나 아니고선 움직이지도 않는 chrome heart 니가 선택한 길인 걸 혈관을 타고 흐르는 수억 개의 나의 crystal 마침내 시작된 변신의 끝은 나 이것도 사랑은 아닐까 넌 나를 원해 넌 내게 빠져 넌 내게 미쳐 헤어날 수 없어 I got you under my sky 넌 나를 원해 넌 내게 빠져 넌 내게 미쳐 넌 나의 노예 I got you under my sky 한 번의 kiss와 함께 날이 선 듯한 강한 이끌림 두 번의 kiss 뜨겁게 터져버릴것같은 내 심장을 yeah 너를 택했어 you know you got it come on come on come on come on I got you under my sky 니 꿈 속의 난 널 지배하는 마법사 내 주문에 넌 다시 그려지고 있어 I got you under my sky 더는 숨을 곳이 없잖아 그렇다면 이제 즐겨보는 게 어떨까 I got you under my sky 넌 나를 원해 넌 내게 빠져 넌 내게 미쳐 헤어날 수 없어 I got you under my sky 넌 나를 원해 넌 내게 빠져 넌 내게 미쳐 넌 나의 노예 I got you under my sky
음원순위	원더걸스	The Wonder Years	이바보	2007.09.12	박진영	친구들이 내게 니가 나를 좋아하는 것 같대 나도 왠지 그런 느낌은 가지고 있었지만 혹시 아님 어쩌나 괜히 혼자 바보같이 그럼 어쩌나 그런 걱정에 어떻게 해야 할 줄 모르고 있었어 너를 볼 때마다 니 마음을 읽으려 애를 써봐도 ooh~ 매번 볼 때마다 난 다른 느낌을 받어 도무지 모르겠어 oh~ 나를 좋아하면 어서 말을 걸어 왜 이렇게 자꾸 내 맘을 애태워 좋아한다면 제발 용기를 내줘~ 나는 기다리는데 너는 왜 못오는데 이바보 언제까지 계속 그렇게 날 바라보기만 할래 내 눈을 바라봐 나에게 다가 오라고 하잖아 계속 망설이다가 다른 용기있는 애가 먼저 다가와 날 데려가고 나면 얼마나 후회할려고 그래 너를 볼 때마다 내 마음을 보이려 애를 써봐도 ooh~ 매번 볼 때마다 넌 왜 내 맘을 모르니 아직도 모르겟니 oh~ 나를 좋아하면 어서 말을 걸어 왜 이렇게 자꾸 내 맘을 애태워 좋아한다면 제발 용기를 내줘 나는 기다리는데 너는 왜 못오는데 이바보 <간주중> (이 바보) a a come on boy 언제까지 그렇게 바보같이 굴래 도데체 날 데려갈래 말래 이렇게 널 기다리다간 내가 먼저 지쳐서 널 포기하겠어 그러니 던져봐 자신있게 너의 고백을 나에게 내가 여기서 이렇게 싸인을 주는데 뭐가 두려운 거니 내 앞으로 다가와서 멋지게 고백해 용기를 내봐 어서 나를 좋아하면 어서 말을 걸어 왜 이렇게 자꾸 내 맘을 애태워 좋아한다면 제발 용기를 내줘 나는 기다리는데 너는 왜 못오는데 이 바보 나를 좋아하면 어서 말을 걸어 왜 이렇게 자꾸 내 맘을 애태워 좋아한다면 제발 용기를 내줘 나를 기다리는데 너는 왜 못오는데 이바보 aoh oh~ aooh~ hey ye 이 바보~ ooh~ aooh~ aoh~ a~ a
음원순위	빅뱅	REMEMBER	붉은 노을	2008.11.05.	이영훈, G-DRAGON	(난.너.를.사.랑.해) let's go Woo~ yes'll wer'e back again with 이문세 Thats right fresh celebration 2008 it's bigbang Ye Bust it 그댄 아시나요 있잖아요 그대가 너무 그리워요 고개 숙여 눈물 훔쳐요 당신의 이름을 불러요 꼭 이렇게 날 남겨두고 떠나가야만 했는지 너만 생각하면 머리 아퍼 독하디 독한 술 같어 술 뿐이겠어 병이지 매일 앓아 누워 몇 번인지 내일이면 또 잠깐 잊었다가 또 모레쯤이면 생각나겠지만 그래도 어떡해 아직 내 사랑 유효한데 돌아올거라고 믿는데 난 너만 기다리는데 난 너를 사랑해 (Oh I Love you girl) 이 세상은 너 뿐이야 소리쳐 부르지만 저 대답 없는 노을만 붉게 타는데 혹시 그대가 미안해한다면 내 얼굴 보기 두렵다면 girl 그런 걱정 하덜덜덜 마 너라면 힘이 펄펄펄 나 보고 싶은 그대 얼굴 저 붉은 노을을 닮아 더 슬퍼지는걸 oh baby baby 다 지나간 시간 우리가 함께한 추억 잊진 말아줘요 눈을 감아 소리 없이 날 불러준다면 언제라도 달려 갈께요 everyday everynight I need you 난 너를 사랑해 (Oh I Love you girl) 이 세상은 너 뿐이야 소리쳐 부르지만 저 대답 없는 노을만 붉게 타는데 아름다웠던 그대 모습을 이젠 볼 순 없겠지만 후횐 없어 그저 바라볼 수 있게 붉게 타주오 Ah Ah Ah Ah Ah Ah Ah Ah (Lets go) Ah Ah Ah Ah Ah Ah Ah Ah (Ye Ye Singing Together) (come on) 해가 뜨고 해가 지네 노을 빛에 슬퍼지네 달이 뜨고 달이 지네 세월 속에 나 또한 무뎌지네(Oh) 해가 뜨고 해가 지네 노을 빛에 슬퍼지네 달이 뜨고 달이 지네 그대 기억 또한 무뎌지네 Oh~no! 난 너를 사랑해(Oh I Love you girl) 이 세상은 너 뿐이야 소리쳐 부르지만 저 대답 없는 노을만 붉게 타는데 Oh~~Hoo 난 너를 사랑해(Oh I Love you girl) 이 세상은 너 뿐이야 (내겐 너 하나뿐이야) 소리쳐 부르지만 저 대답 없는 노을만 붉게 타는데 once again! Ah Ah Ah Ah Ah Ah Ah Ah(Lets go) Ah Ah Ah Ah Ah Ah Ah Ah BigBang
음원순위	빅뱅	Stand Up (2008 빅뱅 3rd Mini Album)	착한사람	2008.08.08.	T.O.P	착한사람이였음 안 그랬죠 그러나 나쁜 사람이 아니야 그렇죠 제발 착각였단 말은 말아다오 구겨진 여린 마음에 버려진 마지막자존심심 긴긴 기다림 속에 그댈 만났잖아 이건 하늘의 장난 비가 오면 그치고 벼락치면 숨으면 되는데 그대 없는 꿈에서 나 매일 스물네 시간 헤메이는데 궁금해 잘있는건지 벌써 잠들었는지 Oh please One more Time Dance with Me Tonight 오늘도 꿈에 그대와의 달콤한 시간 차분히 발맞추고 나누던 이야기들 흐르는 시간이란 Toxic 현실이란 미로에 열쇠를 찾지 내 기막힌 사랑도 착각의 눈물인가 마지막 희망을 걸던 꽃다발도 즈려밟힌 가슴이 날 괴롭히는데 (Ok 입장 바꿔 생각해 미안해 그대) 착한사람이였음 안 그랬죠 그러나 나쁜 사람이 아니야 그렇죠 제발 착각였단 말은 말아다오 구겨진 여린 마음에 버려진 마지막자존심심 떨어진 입맛 사진을 또 꺼내려 잡은 지갑 바보같이 텅 빈 휴대폰에 문자 확인만 그리움에 모두 지울께 아무 흔적도 없는 방법으로 한 남자만의 순정은 로맨틱 가슴속 깊은 곳의 외침 시간이 약이 되겠지 이별이란 따가운 채찍 (카페인 알콜 조금만 줄여요) 거울에 비친 내 모습 (나 외면을 하네) 착한사람이였음 안 그랬죠 그러나 나쁜 사람이 아니야 그렇죠 제발 착각였단 말은 말아다오 구겨진 여린 마음에 버려진 마지막자존심심 바락바락 우겨 오던 그 자존심도 까딱안하던 두눈에 한줄기로 가랑 가랑비가 와 아직 너를 못 잊고 오 그대여 바락바락 우겨 오던 그 자존심도 까딱안하던 두눈에 한줄기로 가랑 가랑비가 와 (아직 그녀는 날 못잊죠) 너는 날못잊어(너는 날 못잊어) 착한사람 그녀는 날 못잊죠 나쁜사람 너를잊고 착한사람 나쁜사람 나쁜사람 나나나 나쁜사람 착한사람이였음 안 그랬죠 그러나 나쁜 사람이 아니야 그렇죠 제발 착각였단 말은 말아다오 구겨진 여린 마음에 버려진 마지막자존심심
음원순위	빅뱅	Stand Up (2008 빅뱅 3rd Mini Album)	Oh My Friend (Feat. 노브레인)	2008.08.08.	G-DRAGON	1 2 3 4 세상이 그대를 슬프게 한다면 언제 어디서든 내 이름을 불러주오 난 항상 너만을 위한 119 5분 대기조 ye ye 그대가 가진 아픔은 아픔 아냐 우릴 만나게 해준 인연의 끈이야 내게 기대 울어도 좋아 아무 말 없이 안아줄테니 나 널 위해 비를 맞아 쉬지 않고 달려가 거친 바람도 뚫고 지나 ye 네 뒤에 무거운 짐 어두운 그림자 이젠 내가 다 막아줄 테니 oh my friend oh my friend 영원히 그대의 친구가 되리 oh my friend oh my friend 너만이 나를 살게 해 oh my friend oh my friend 조용히 네 뒤에 나무가 되리 oh my friend oh my friend my friend 사랑해 친구여 let’s rock & roll man i don’t control 눈을 감고 가슴을 열어 love & peace 꿈꾸던 바램 trust me 거짓 없이 진실만을 말해 똑바로 걸어 한 번은 절어 누구나 다 실수하기 마련 실패를 딛고 일어나 보렴 쓰린 상처 다 안녕 내 손을 잡고 나아가자 잃어버렸던 꿈 다시 찾아가자 같이 날아보자 먼지를 털어보자 옆사람도 함께 가보자 끝은 안보이지만 미래는 밝다 우린 아직 젊기에 기회는 많다 서로 사랑하자 더 크게 외쳐보자 자유 oh my friend oh my friend 영원히 그대의 친구가 되리 oh my friend oh my friend 너만이 나를 살게 해 oh my friend oh my friend 조용히 네 뒤에 나무가 되리 oh my friend oh my friend my friend 사랑해 친구여 지친 일상을 떠나 네가 그리던 대로 네가 그리던 대로 꿈을 향해 뛰어라 그대여 뛰어라 그대여 go away go away let’s go away baby 오오오오오오 오오오오오오 오오오오오오 오 오오오오오오 오오오오오오 오오오오오오 오 모두 뛰어 oh my friend oh my friend 영원히 그대의 친구가 되리 oh my friend oh my friend 너만이 나를 살게 해 oh my friend oh my friend 조용히 네 뒤에 나무가 되리 oh my friend oh my friend my friend 사랑해 친구여
음원순위	소녀시대	소녀시대	Baby Baby	2007.11.01	황성제	떨리는 맘 고마운 맘 가득히 담아서 젤 예쁜 포장 속에 (전하고 싶은데) 아닐거야 웃을거야 엉뚱한 상상 때문에 매일 미루는 바보 (왜 나같잖게..) 늘 웃던 모습 니가 내 맘 훔친거 정말로 너무 말도 안 되는데 *Please baby baby baby 그대가 내안에 너무도 깊이 들어와 보일까 이런 내 수줍은 고백 baby baby baby 살며시 다가가 작은 목소리로 가까이 너만 들리게 말해줄게 답답한 맘 미안한 맘 언젠가 전해줄 매일 쌓여가는 선물 (전하고 싶은데) 아닐거야 싫을거야 그냥 날 편한 친구이상은 절대 아냐 (그러면 어때?) 늘 웃는 모습 니 맘 훔치고 싶어 정말로 너무 들려주고 싶어 Please baby baby baby 그대가 내안에 너무도 깊이 들어와 보일까 이런 내 수줍은 고백 baby baby baby 살며시 다가가 부드런 눈웃음으로 너의 맘에 스며갈거야 사실 너도 알걸 다가가지 못하는 날 어느 샌가 나에게 너 다가오고 있는 걸 포근한 그 품으로 날 꼭 안아줘 *Please baby baby baby 그대가 내안에 너무도 깊이 들어와 보일까 이런 내 수줍은 고백 baby baby baby 살며시 다가가 작은 목소리로 가까이 너만 들리게 말해줄게 Please baby baby baby 내가 그대 안에 소중한 사랑만으로 가득히 채워놓고 싶은걸요 baby baby baby 이제는 그대의 누구도 부럽지 않을 가장 예쁜 여자친구야 baby baby baby
